Название;КПП;Сайт;Категория;ИНН;Почта;Адрес;Телефон;ОГРН
Аксайкардандеталь, АО;610201001;www.kardandetal.ru/ ;Механические заводы;6102000530;sales@akard.ru;Аксай, пр-кт Ленина, 1;+7 (863)280-04-01 ;1026100000000
БРМЗ, ООО;667801001;www.brmz.ru ;Механические заводы;6604008758;sales@brmz.ru;Свердловская область, п. Первомайский, д. 3;+7 (343)385-75-53 ;1026600000000
Лето Москва;;leto24.com/ ;Плодоовощные комбинаты;;rnigmatullin@leto24.com;Московская область, Москва;;
Анаграмма, ООО;771601001;;Деревообрабатывающие комбинаты;5401276608;dr-bania@mail.ru;Московская область, Москва, ул. Енисейская, д. 1, стр. 2, оф. 2112;8 (499)707-71-97, 707-71-95 ;1065400000000
Фабрика Мебель Даром Химки;;;Мебельные фабрики;;opt@mebeldarom24.ru;Московская область, Химки, мк-н Сходня, ул. Некрасова, 2;+7 (977)859-86-77 ;
ОМГ СДМ, ООО;770301001;umg-sdm.com/?utm_source=fabricators ;Машиностроительные заводы;9703004982;info@umg.ru;Челябинск, ул. Степана Разина,1;8 (800)250-49-55 ;1197750000000
Рязанский опытный завод Госнити;;;Машиностроительные заводы;;;Рязань, ул. Есенина, 116/1; (4912)44-43-05, 44-43-05,(4912)44-59-77 (факс);
Сзпресскомплект, ООО;615301001;www.kpo-salsk.ru ;Механические заводы;6153034671;p_press@bk.ru;Сальск, ул. Заречная, 25;-1799;1146190000000
FitoSide Москва;;;Заводы полимерных материалов и изделий;;FitoSide@gmail.com;Московская область, Москва;89671412928;
Прожекторные Угли, ПАО;482101001;elprug.ru/ ;Заводы черных металлов;4821001509;info@elprug.ru;Липецкая область, г. Елец, ул. Электриков, 3;+7 (47467)5-98-95 ;1024800000000
Слакон, ООО;772201001;www.slakon.com ;Кондитерские фабрики;7722361094;info@slakon.com;Курганская область, Шадринск, ул. Ломоносова, д. 2;+7 (35253)5-44-15 ;1167750000000
Дуб Зелёный, ООО;230501001;dubzeleniy.com ;Заводы полимерных материалов и изделий;2305029079;DubZeleniy@mail.ru;Краснодарский край, Горячий Ключ, ул. Ленина, д. 185Б, 2 этаж, офис 210;+7 (861)594-15-15 ;1142370000000
Кумк, ООО;51701001;kumk.ru ;Мясоперерабатывающие заводы;517002639;sppkurickiy@list.ru;Республика Дагестан, Кизляр, ул. Морская, 71;+7 (800)7772405 ;1110550000000
ИФТИ, ООО;26101001;;Трикотажные фабрики;261045824;ifti66@mail.ru;Республика Башкортостан, Ишимбай, ул. Стахановская, 37; (34794)2-32-22,(34794)4-18-67, 2-35-74, 4-08-04 (коммерческий отдел);1200200000000
Ренотэк, ООО;166001001;renotek.ru ;Заводы металлоконструкций;1660313185;renotek@renotek.ru;Республика Башкортостан, Уфа, Менделеева, д. 25;78006004112;1181690000000
Роскошная Мозаика, ООО;614501001;www.roskoshnaymozaika.com/ ;Заводы строительных материалов;6145010733;marketing10@rosmozaika.ru;Россия,346330, Ростовская область, г. Донецк, пр. Ленина, 31.;89961278673;1126190000000
ТКЗ, АО;710701001;www.tulaoaotkz.ru ;Кирпичные заводы;7107031283;tulaoaotkz@mail.ru;Тульская область, Тула, Городской пер., 21; (4872)24-08-34 ;1027100000000
Фруктони, ООО;70701001;pastilushka.ru ;Кондитерские фабрики;725012050;info@pastilushka.ru;Кабардино-Балкарская Республика, ст. Черек, д. 14;+7 (967)424-36-39 ;1130730000000
Костромской Пекарь, ООО;440101001;;Кондитерские фабрики;4401046842;2002@kospek.ru;Костромская область, Кострома, ул. Индустриальная, д. 50/2; (4942)41-45-11, 62-30-63 ;1044410000000
Эрконпродукт, ООО;673201001;www.erconproduct.ru/ ;Молочные заводы;7706216371;info@erconproduct.ru;Московская область, Москва, ул. Ямского поля 3-я, д. 24;+7 (495)419-29-82 ;1027700000000
НМЗ, АО;165101001;;Механические заводы;1651031650;OAO-NMZ@yandex.ru;Республика Татарстан, Нижнекамск, тер. Промзона, зд. 32, оф. 1; (8555)49-72-23, 49-72-25 ;1021600000000
Альфакабель, ООО;575201001;alphacable.ru/ ;Кабельные заводы;5720997003;info@alphacable.ru;Орел, ул. Раздольная, д. 105, Б4, п. 15;+7 (4862)39 06 62 ;1135750000000
Промсалт, ООО;344801001;;Производители бакалеи;3448057830;promsalt@inbox.ru;Волгоградская обл., г. Волгоград, ул. Вилянская, д. 13А; (8442)63-99-00 ;1123460000000
Дакар, ООО;526101001;obtekatel.ru/o-nas ;Химические заводы;5261061215;dakar@obtekatel.ru;Нижний Новгород, проспект Ленина, 97А;8800 500-40-11 ;1075260000000
НЗМК, ООО;164601001;;Заводы металлоконструкций;1646033806;nzsmk@mail.ru;Нижнекамск, ул. Техническая, 4; (8555)32-09-58,(8555)32-09-59 (факс);1121670000000
"ППО Филиала ООО ""Нестле Россия"" в г. Самара";631201001;ruchoco.ru/ ;Кондитерские фабрики;6312026679;contact@ru.nestle.com;Самара, пр. Кирова, 257;78002007200;1036300000000
Артлайф, ООО;701701001;paintball.artlife.ru ;Заводы металлоконструкций;7020031761;sales@artlife.ru;Томская обл., г. Томск, ул. Нахимова, д. 8/2;+7 (3822)556092 ;1027000000000
ЛА Вия Эстелар, ООО;771801001;lvestelar.ru ;Швейные фабрики;7718830346;lveinfo@yandex.ru;Московская область, Москва, ул. Иркутская, д. 3., стр. 9;+7 (926)092-90-78 ;5107750000000
Взсм, ООО;344701001;vzsmvlg.ru ;Заводы строительных материалов;3403015238;info@vzsmvlg.ru;Волгоградская область, Волгоград, ул. Генерала Шумилова, 2-Г;+7 (8442)268072 ;1023400000000
Воркутауголь, АО;110301001;vorkutaugol.ru/ ;Обогатительные комбинаты (ГОК);1103019252;general@vorkuta.severstalgroup.com;Воркута, ул. Металлистов, 1;+7 (82151)7-30-10 ;1021100000000
Аксенова Елена Михайловна, ИП;;;Швейные фабрики;1,81E+11;info@carevna.com;Удмуртская Республика, Ижевск, ул. Майская, д. 57;89634824020;304181000000000
"Корпорация ""Профессионал"", ЗАО";645201001;;Котельные заводы;6452949469;mail@profi-sar.ru;Саратовская область, Саратов, ст. Трофимовский-II; (8452)74-68-68 ;1106450000000
Ай-сан Таганрог;;;Заводы полимерных материалов и изделий;;palo4ki@yandex.ru;Ростовская область, Таганрог;8 (918)556 78 44 ;
Ассоциация Развитие, ООО;780201001;arazvitie.ru ;Целлюлозно-бумажные комбинаты;7813461628;razvitie812@mail.ru;Санкт-Петербург, ул. Литовская, 10, офис 3411;+7 (921)315-00-44 ;1109850000000
"ПКФ ""Гранд-СК"", ООО";434501001;www.grand-sk43.ru ;Заводы металлоконструкций;4345400960;grand-sk@bk.ru;Кировская область, Киров, ул. Производственная, д. 29/1, оф. 7;+7 (8332)-70-36-47 ;1144350000000
Генту, ООО;745301001;www.polnotsvet.ru ;Фабрики игрушек;7453268224;privet@polnotsvet.ru;Московская обл., д. Сегреево, ул. Промышленная, д. 1, корпус 32;+7 (495)9889233 ;1147450000000
Вилина, ООО;532001001;www.vilina.ru ;Текстильные фабрики;7804099377;vilina@vilina.ru;Санкт-Петербург(Санкт-Петербург и Ленинградская область);+7 (81664)5-19-30 ;1037830000000
Эксклюзив, ООО;910201001;excrimea.ru ;Деревообрабатывающие комбинаты;9102018268;dm-kuleshov@rambler.ru;Респ. Крым, г. Симферополь, переулок Бокуна, д. 32;+7 (978)772-08-89 ;1149100000000
Подовинновское Молоко, ООО;742401001;www.podovinnoe.ru ;Молочные заводы;7453281955;info@podovinnoe.ru;Челябинская область, Южноуральск, ул. Ленина, 1-б;+7 (351)2149949 ;1157450000000
Армастек+, ООО;590801001;armastek.ru ;Арматурные заводы;5908049994;info@armastek.ru;Пермский край, Пермь, ул. Причальная, д. 33;+7 (800)70-70-159 ;1125910000000
Лзэп, АО;591801001;lpec.ru ;Заводы металлоконструкций;5918005160;malkov@lpec.ru;Лысьва, ул. Металлистов, 1;+7 (342)49-30-751 ;1025900000000
Движуч, ООО;741501001;dvizhuch.ru ;Заводы спецтехники;7415101070;info@dvizhuch.ru;Миасс(Челябинская область);8-800-555-27-33 8-351-700-80-83 ;1187460000000
Земсков Константин Юрьевич, ИП;;;Швейные фабрики;3,71E+11;allure-iv@mail.ru;Ивановская область, Заволжск, ул. Заводская, д. 1;8 920 340 39 93, 8 920 346 90 92 ;310370000000000
Суворова Любовь Сергеевна, ИП;;shtora-opt.ru ;Текстильные фабрики;3,81E+11;info@shtora-opt.ru;Московская область, Балашиха, Советская улица, 36;+7 (495)212-17-58 ;315385000000000
